,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Certificate Number ,,,:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Page  ,,,:,1,of,1,,,,,Owner,,,,:,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Address,,,,:,[ALAMAT PELANGGAN DIREDAKSI],,,,,,,,,,,,,,
,Order Number,,,:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,Received Date,,,:,2023-07-21T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equipment Name,,,:,Visible Spectrofotometer,,,,,,,Calibration Location,,,,:,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,,,,,,
,Manufacturer,,,:,Perkin Elmer ,,,,,,,Calibration  Date,,,,:,2023-07-21T00:00:00,,,,,,,,,,,,,,
,Model/Type,,,:,Lambda 25,,,,,,,Calibration Method,,,,:,SIDIK-IK-CAL-0508_Rev.4,,,,,,,,,,,,,,
,Serial Number,,,:,501S13102801,,,,,,,Environmental Condition,,,,:,T,21.61,oC,±,1.7,oC,,,,,,,,,
,Capacity/Graduation,,,:,200-700,,nm,/,0.01,nm,,,,,,,%RH,56.5,%,±,4.903060268852505,%,,,,,,,,,
,,,,:,0-100,,%T,/,0.001,%T,,,,,,,,,,,,,,,,,,,,,
,Technician ID ,,,:,JO,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calibration Report,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wave Length ( λ )- Filter Holmium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Standard (nm) ,,,,,,,UUT (nm)        ,,,,,Correction(nm)     ,,,,,,,,,,,,,,,,,
,,279.6,,,,,,,280,,,,,-0.39999999999997726,,,,,,,,,,,,,,,,,
,,287.7,,,,,,,288,,,,,-0.30000000000001137,,,,,,,,,,,,,,,,,
,,334,,,,,,,333.74,,,,,0.2599999999999909,,,,,,,,,,,,,,,,,
,,360.9,,,,,,,360.5133333333333,,,,,0.38666666666665606,,,,,,,,,,,,,,,,,
,,418.6,,,,,,,418.4266666666667,,,,,0.17333333333334622,,,,,,,,,,,,,,,,,
,,445.8,,,,,,,445.6066666666666,,,,,0.19333333333338487,,,,,,,,,,,,,,,,,
,,453.6,,,,,,,453.3766666666667,,,,,0.22333333333330074,,,,,,,,,,,,,,,,,
,,460,,,,,,,459.28999999999996,,,,,0.7100000000000364,,,,,,,,,,,,,,,,,
,,536.3,,,,,,,536.4566666666666,,,,,-0.15666666666663787,,,,,,,,,,,,,,,,,
,,637.9,,,,,,,637.27,,,,,0.6299999999999955,,,,,,,,,,,,,,,,,
,,Uncertainty U95% =  ±  ,,,,,,,,,,0.43255707705236945,,nm,,,,,,,,,,,,,,,,,
,,The Uncertainty is taken at a Convidence Level 95 % and Coverage Factor ( k ) = ,,,,,,,,,,,,,,3.182446305283709,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wave Length ( λ )- Filter Didynium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Standard (nm) ,,,,,,,UUT (nm)        ,,,,,Correction(nm)     ,,,,,,,,,,,,,,,,,
,,475.2,,,,,,,477.9066666666667,,,,,-2.706666666666706,,,,,,,,,,,,,,,,,
,,513.7,,,,,,,513.4933333333333,,,,,0.20666666666670608,,,,,,,,,,,,,,,,,
,,529.7,,,,,,,529.3633333333333,,,,,0.33666666666670153,,,,,,,,,,,,,,,,,
,,572.7,,,,,,,572.4266666666667,,,,,0.2733333333333121,,,,,,,,,,,,,,,,,
,,585.7,,,,,,,585.4333333333333,,,,,0.2666666666667652,,,,,,,,,,,,,,,,,
,,684.9,,,,,,,684.3833333333332,,,,,0.5166666666667652,,,,,,,,,,,,,,,,,
,,738.5,,,,,,,738.5566666666667,,,,,-0.056666666666728815,,,,,,,,,,,,,,,,,
,,748,,,,,,,747.8133333333332,,,,,0.18666666666683795,,,,,,,,,,,,,,,,,
,,806.1,,,,,,,806.3966666666666,,,,,-0.2966666666666242,,,,,,,,,,,,,,,,,
,,Uncertainty U95% =  ±  ,,,,,,,,,,0.4,,nm,,,,,,,,,,,,,,,,,
,,The Uncertainty is taken at a Convidence Level 95 % and Coverage Factor ( k ) = ,,,,,,,,,,,,,,2.364624251592785,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Accuracy %T and Linierity at λ = 560nm,,,,,,,,,,,,,,,,,,,,,,,std,uut,,,,,
,,Standard (%T),,,,,,,UUT (%T),,,,,Correction (%T)     ,,,R2,,,,,,,,0,0.0006666666666666666,,,,,
,,0,,,,,,,0.0006666666666666666,,,,,-0.0006666666666666666,,,0.9359,,,,,,,,9.9,9.665,,,,,
,,9.9,,,,,,,9.665,,,,,0.2350000000000012,,,,,,,,,,,20,19.529999999999998,,,,,
,,20,,,,,,,19.529999999999998,,,,,0.4700000000000024,,,,,,,,,,,30.1,29.24933333333333,,,,,
,,30.1,,,,,,,29.24933333333333,,,,,0.8506666666666725,,,,,,,,,,,100,100.00266666666668,,,,,
,,100,,,,,,,100.00266666666668,,,,,-0.0026666666666841365,,,,,,,,,,,,,,,,,
,,Uncertainty U95% =  ±  ,,,,,,,,,,0.5,,%T,,,,,,,,,,,,,,,,,
,,The Uncertainty is taken at a Convidence Level 95 % and Coverage Factor ( k ) = ,,,,,,,,,,,,,,2.008559112100761,,,,,,,,,,,,,,,
,,SRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Standard (%T),,,,,,,UUT (%T),,,,,Correction(%T)    ,,,,,,,,,,,,,,,,,
,,#REF!,,,,,,,0,,,,,#REF!,,,,,,,,,,,,,,,,,
,,Uncertainty U95% =  ±  ,,,,,,,,,,0.5038409237358668,,%T,,,,,,,,,,,,,,,,,
,,The Uncertainty is taken at a Convidence Level 95 % and Coverage Factor ( k ) = 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, - Calibration results are not to be announced and only apply to related tools -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Standard used :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,,,,,,Merk/Type :,,,,,,,Serial Number :,,,,Traceable to SI through : ,,,,,,,,,,,,,
,Filter Standard 1,,,,,,PG.Instrument/Holmium Oxide,,,,,,,SPG080982.A,,,,BSN-SNSU,,,,,,,,,,,,,
,Filter Standard 2,,,,,,PG.Instrument/Didynium,,,,,,,SPG080982.B,,,,BSN-SNSU,,,,,,,,,,,,,
,Filter Standard 3,,,,,,"PG.Instrument/Filter1,2,3",,,,,,,SPG080982.C,,,,BSN-SNSU,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Issuance Date :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2023-07-22T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alex Misramto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Technical Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
