ref,nama,alamat,kota,provinsi
jbk-367,PT. Sentosa Eka Perdana Prima,"Jl. Jababeka XIIIIA Blok K 9 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-368,PT. Sentramas Bangun Makmurindo,"Jl. Jababeka XVIB Blok U 8 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-369,PT. Seoul Electric System indonesia,"Jl. Jababeka VIIB Blok K 2 E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-370,PT. Servo Indonesia,"Jl. Jababeka VIIG Blok R 2 N, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-371,PT. Sess Indonesia,"Jl. Jababeka VII Blok L 8 E.I, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-372,PT. Setia Pesona Cipta,"Jl. Jababeka IVC Blok T 2 B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-373,PT. Showa Indonesia Manufacturing,"Jl. Jababeka XVI Blok U 6, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-374,PT. SHUKET ENGINEERING,"Jl. Industri Selatan 1 Blok PP 2A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-375,PT. Siap Mandiri,"Jl. Industri Selatan 2 Blok JJ 15, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-376,PT. Sin Siong Men,"Jl. Jababeka IIj Blok CC 3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-377,PT. Sinasahi Solder Indonesia,"Jl. Jababeka IVC Blok T 2 J, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-378,PT. Sitech Indonesia,"Jl. Jababeka IIG Blok C 16 Q, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-379,PT. Soen Yenny Yuliana,"Jl. Jababeka IIG Blok CC 22, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-380,PT. Star Limo / Starasauto Dinamika,"Jl. Jababeka X Blok G 33-34, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-381,PT. STILMETINDO PRIMA,"Jl. Jababeka XII Blok W/16 K.I, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-382,PT. Strok Screens Indonesia,"Jl. Jababeka Raya Blok C 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-383,PT. Sukmaco Eka Furnia,"Jl. Jababeka IIIH Blok C 17 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-384,PT. Sukses Medicom Presisi,"Jl. Jababeka VI Blok J 6 O, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-385,PT. Sumatera Inti Persada,"Jl. Jababeka IIJ Blok CC 32, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-386,PT. Sumber Aneka Karya Abadi,"Jl. Jababeka VIIA Blok B 11 T, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-387,PT. Sumber Karya,"Jl. Jababeka XIVA Blok J 5 L, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-388,PT. Sumber Makmur Lestari,"Jl. Jababeka V Blok F 5, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-389,PT. Sumiko Tec Pacific,"Jl. Jababeka Raya Blok K 1 G,H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-390,PT. Sung Woo Platech,"Jl. Jababeka XIV Blok J 11 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-391,PT. Super Intermetal Abadi,"Jl. Jababeka XIV Blok J 11 F, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-392,PT. Surya Anugerah Setiaabadi,"Jl. Jababeka IVC Blok T 2 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-393,PT. Suyuga Pratama Indonesia (Bumiraya Megaprima),"Jl. Jababeka IIIH Blok C 17 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-394,PT. Swadaya Harapan Nusantara,"Jl. Jababeka III-H Blok C Unit 17-BA, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-395,PT. Tae Bong Electronics Indonesia,"Jl. Jababeka X Blok F 7, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-396,PT. Tai Electronic Indonesia,"Jl. Jababeka IV Blok T 1 E,F, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-397,PT. Taiyo Giken Kogyo Co. Ltd.,"Jl. Industri Selatan 2 Blok MM 17, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-398,PT. Takita Manufacturing Indonesia,"Jl. Jababeka XVIID Blok U 29 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-399,PT. Tambuntua Bersaudara,"Jl. Jababeka XI Blok J 10 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-400,PT. Tanuri Husatama,"Jl. Jababeka VI A SFB Blok 6 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-401,PT. Tata Kompanika,"Jl. Jababeka II Blok C 29, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-402,PT. Teh Hsin Industry Indonesia,"Jl. Jababeka IV Blok T 1 GH, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-403,PT. Tekpak Indonesia,"Jl. Jababeka IV Blok T 1 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-404,PT. Teksindo Delta Jaya,"Jl. Jababeka VII Blok K 6 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-405,PT. Tekun Asas Sumber Makmur,"Jl. Jababeka II Blok C 23, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-406,PT. Terali Alumunium Perkasa,"Jl. Industri Utara 1 Blok WW 11, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-407,PT. Tesso Tepra Chemika,"Jl. Industri Selatan 2 Blok JJ No. 4, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-408,PT. Thai Plywood Co Ltd,"Jl. Jababeka VIIA Blok B 11 J, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-409,PT. Thermadyne Utama Indonesia,"Jl. Jababeka IX-D Blok P/3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-410,PT. Timur Raya Karya Mandiri,"Jl. Jababeka XVIIE Blok U 21 H, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-411,PT. Tirta Harum Pentatok,"Jl. Jababeka Raya Blok K I. C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-412,PT. Tivent Lilia Sejahtera,"Jl. Jababeka VII Blok IX B C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-413,PT. Tji David Tjahyadi qq,"Jl. Industri Utara 1 Blok SS 16, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-414,PT. TJOKRO BERSAUDARA CIKARANGINDO,"Jl. Jababeka IV Blok Kav. C3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-415,PT. TOKYO SEIKO INDONESIA,"Jl. Industri Selatan 4 Blok GG No.5B, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-416,PT. Tolling Manufacture Industri,"Jl. Industri Selatan II Blok JJ No. 4, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-417,PT. Totan Global Indonesia,"Jl. Jababeka II Blok Kav. C 16 T, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-418,PT. Toya Konsep Alam,"Jl. Jababeka SFB Blok U no. 8 E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-419,PT. Traktor Nusantara,"Jl. Jababeka IIIC Blok C 17 BA, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-420,PT. Tri Integral Enginnering,"Jl. Jababeka XVIB Blok U 9 C,D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-421,PT. Tri Wall Indonesia,"Jl. Jababeka XVIIE Blok U 25 D,E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-422,PT. Trilogam Indojaya,"Jl. Jababeka VIIG Blok R 1 I, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-423,PT. TriMitra Citrahasta,"Jl. Jababeka XIVA Blok J 5 J,K, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-424,PT. Tritools Indonesia,"Jl. Jababeka VIIG Blok R 1 G, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-425,PT. Tsuzuki Ariene Indonesia,"Jl. Jababeka IIG Blok C 16 U, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-426,PT. Tubalex Indah,"Jl. Jababeka IIH Blok CC 15, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-427,PT. Tuck Kong Indonesia,"Jl. Jababeka VIID Blok K 1 I, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-428,PT. Tunas Cemerlang Sarana,"Jl. Jababeka VIIG Blok R 1 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-429,PT. Tunggal Kurnia Sejati,"Jl. Jababeka Raya Blok B 2-3, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-430,PT. Unilever Indonesia,"Jl. Jababeka Raya Blok O, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-431,PT. Union Carbide Indonesia,"Jl. Jababeka VI Blok L 1-2, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-432,PT. Union Electrindo Perdana,"Jl. Industri Selatan Blok HH 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-433,PT. Union Metal Product Manufacturing,"Jl. Jababeka V Blok U 1, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-434,PT. Uniplas Ika Pratama,"Jl. Jababeka Raya Blok C 6-7, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-435,PT. United Tractors,"Jl. Jababeka XI Blok H,I 30-40, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-436,PT. Universal Blue Asia,"Jl. Jababeka III C Blok 17 BS, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-437,PT. Usra Tampi Indonesia,"Jl. Jababeka IXD Blok P 2 M, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-438,PT. Victory Blessings Indonesia,"Jl. Kawasan Jababeka V, Jalan Science Timur 1 Blok A5J No.5, Sertajaya, Cikarang Timur, Bekasi, Jawa Barat 17530, Kawasan Industri Jababeka, Sertajaya, Kec. Cikarang Timur, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-439,PT. Video Display Glass Indonesia,"Jl. Industri Selatan 4 Blok PP II, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-440,PT. Viria Jaya Makmur Indonesia,"Jl. Jababeka XVIIB Blok U 35 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-441,PT. Visora Catur Divindo,"Jl. Jababeka XVIIE Blok U 24 A, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-442,PT. Webforge Indonesia,"Jl. Jababeka V Blok V 9, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-443,PT. Welltekindo Nusantara,"Jl. Jababeka V Blok U 24 D, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-444,PT. Wis Baru Utama,"Jl. Jababeka IIIH Blok C 17 K, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-445,PT. World Cup Indonesia,"Jl. Jababeka IIG Blok C 16 R, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-446,PT. Yakin Maju Sentosa,"Jl. Jababeka VIIG Blok R 1 E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-447,PT. Yasufuku Indonesia,"Jl. Jababeka VII Blok K 7 C, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-448,PT. Yohzu Indonesia,"Jl. Jababeka XV Blok W 24 Mfc, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-449,PT. Young Jin Indonesia,"Jl. Industri Selatan 1 Blok OO 1 E, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
jbk-450,PT. Yuju Indonesia,"Jl. Industri Selatan 2 Blok MM 8, Kawasan Industri Jababeka, Kec. Cikarang Utara, Kabupaten Bekasi, Jawa Barat 17530",Kabupaten Bekasi,Jawa Barat
