Standar yang digunakan,,,:,Standard Name,,,Merk,Type,SN,,Alat bantu,,,Merk,Type,SN,,,,,,,,,,,,,,,,,,,
,,,,Timbangan Analitik,,,Fujitsu,FS-AR210,INS-N1600555,,Thermohygro,,,HTC,-,TH-3,,,,,,,,,,,,,,,,,,,
,,,,Digital Caliper,,,Tesa,Cal-IP67,LPI 0368,,Thermobarometer,,,Lutron,MHB372,AM02225,,,,,,,,,,,,,,,,,,,
,,,,Temperature Calibrator,,,Yokogawa,CA 150 Handy,23P1005,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Temperature Sensor,,,Tc-Limited,PRT-PT100,SH1/20,,,,,,,,,,,,,,,,,,,,,,,,,,
Model matematis pengukuran,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CALIBRATION BUDGET UNCERTAINTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nama Alat,,:,Hydrometer [='INPUT DATA'!E10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kapasitas,,:,0.65 [=PERHITUNGAN!G8],g/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Resolusi,,:,0.0005 [=PERHITUNGAN!G9],g/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uncertainty of Calibrator (Standard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Water Destillate Weighing (U massa aqudest),,,,,,,2,Temperature (U Temperature),,,,,,,,,,,,,,,,,,,,,,,,,,
,a.,Utimb (g),= [=],,,,,,a.,U95% Thermometer Certificate (oC),,= [=],,,,,,,,,,,,,,,,,,,,,,,
,,LOP atau read.,:,0.00074,,,,,,U95% Thermometer,,:,0.72,,,,,,,,,,,,,,,,,,,,,,
,,k atau 31/2,:,2,,,,,,k,,:,2,,,,,,,,,,,,,,,,,,,,,,
,,Utimb (g),= [=],0.00037 [=E29/E30],,,,,,Utemp. (oC),,= [=],0.36 [=N29/N30],,,,,,,,,,,,,,,,,,,,,,
,b.,Urepeat (g),= [=],,,,,,b.,U95% Sensor Certificate (oC),,= [=],,,,,,,,,,,,,,,,,,,,,,,
,,stdev timb,:,0.0001,,,,,,U95% Sensor,,:,0.06,,,,,,,,,,,,,,,,,,,,,,
,,n,:,10,,,,,,k,,:,2,,,,,,,,,,,,,,,,,,,,,,
,,Local Gravity,m/s2,Rectangular,0.0005,3.4641016151377544 [=SQRT(12)],50,0.00014433756729740645 [=F106/G106],-0.3065177192667157 [=F90],-4.424202193250712e-05 [=I106*J106],1.9573565046764413e-09 [=K106^2],7.66248897279835e-20 [=(L106^2)/H106],,,,,,,,,,,,,,,,,,,,,,,
,,Surface Tension of liquid reference,N/m,Rectangular,0.015200000000007208 [=PERHITUNGAN!$L$53-PERHITUNGAN!$M$53],3.4641016151377544 [=SQRT(12)],50,0.0043878620458432365 [=F107/G107],0.01358887753332108 [=F92],5.962611997407142e-05 [=I107*J107],3.5552741831623593e-09 [=K107^2],2.527994903492156e-19 [=(L107^2)/H107],,,,,,,,,,,,,,,,,,,,,,,
,,Sum,,,,,,,,0.00041110838674531105 [=SUM(K97:K107)],5.948864007562159e-08 [=SUM(L97:L107)],2.866867610375352e-17 [=SUM(M97:M107)],,,,,,,,,,,,,,,,,,,,,,,
,,"Uncertainty Combination, uc",,,,,,,,0.00024390293166672185 [=SQRT(L108)],,,,,,,,,,,,,,,,,,,,,,,,,
,,Veff,,,,,,,,123.44128780971201 [=(K109^4)/M108],,,,,,,,,,,,,,,,,,,,,,,,,
,,K Factor & Confident Level 95%,,,,,,,,"1.979438685093305 [=TINV(0.05,K110)]",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Expanded Uncertainty, U = k.Uc",,,,,,,,0.0004827908983487781 [=K109*K111],,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CMC :,0.0007,g/ml,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,U95% sert,0.0007 [=MAX(K112:L113)],g/ml,,,,,,,,,,,,,,,,,,,,,,,
,SKALA 3,,,0.65 [=PERHITUNGAN!I33],g/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ut,: ,Ketidakpastian Temperatur meter,,,0.36239941133138354 [=$N$43],oC,,,fta,:,Temperature Correction factor udara,,,1.4500000009011242 [=$Q$49],,,,,,,,,,,,,,,,,,,
,,Uth,: ,Ketidakpastian Thermohygro,,,1.2041594578792296 [=PERHITUNGAN!$P$15],oC,,,ftl,:,Temperature Correction factor liquid,,,1.7000000014017491 [=1+(PERHITUNGAN!$J$85*(PERHITUNGAN!I52-20))],,,,,,,,,,,,,,,,,,,
,,,,,,,3.1622776601683795 [=PERHITUNGAN!$P$16],%RH,,,,:,1.696693172281238 [=PERHITUNGAN!I59*Q119],,,,,,,,,,,,,,,,,,,,,,
,,Uv,:,Ketidakpastian Vernier ,,,0.0015 [=$H$52],cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.9),,,Koefisien Sensitivitas (7.11),,,Koefisien Sensitivitas suhu air,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0034611113941297755 [=(((PERHITUNGAN!$R$78-PERHITUNGAN!I44+'NILAI U95%'!$E$44)*('NILAI U95%'!$H$44-'NILAI U95%'!$H$45))-(('NILAI U95%'!$H$44-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*$O$55],Mass Hydrometer,,-0.31998799584968884 [=(((PERHITUNGAN!$R$78-PERHITUNGAN!I44+'NILAI U95%'!$E$44)*('NILAI U95%'!$H$44-'NILAI U95%'!$H$45)*(-'NILAI U95%'!$J$45)-(('NILAI U95%'!$H$44-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)*(-'NILAI U95%'!$L$45)))*(PERHITUNGAN!$R$78-PERHITUNGAN!I44+'NILAI U95%'!$E$44)^-2)],Lokal Gravity,,0.8456587625985604 [=PERHITUNGAN!$L$59*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!I44+'NILAI U95%'!$E$44)],,,,,,0.0002623520099643598 [=(PERHITUNGAN!$R$78-PERHITUNGAN!I44+E113)^-2],,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.10),,,Koefisien Sensitivitas (7.12),,,Koefisien Sensitivitas suhu udara,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.31998991577766384 [=(((PERHITUNGAN!$R$78-PERHITUNGAN!I44+$E$44)*(($H$44-$H$45)*$E$45))-(($H$44-$H$45)*(PERHITUNGAN!$R$78+$E$45)*$E$44))*(PERHITUNGAN!$R$78-PERHITUNGAN!I44+$E$44)^-2],Stem Diameter,,0.01358887753332108 [=(($H$44-$H$45)*(PERHITUNGAN!$R$78+$E$45)*$E$43)*'NILAI U95%'!$O$55],Surface Tension,,0.00016823460573922393 [=PERHITUNGAN!$J$78-(PERHITUNGAN!$J$78*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!I44+'NILAI U95%'!$E$44))],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.019203318642506156 [=((($H$44-$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*$O$55],Mass Hydrometer diCairan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Component,Unit,Distribution,U,Divisor,vi,ui,ci,uici,(uici)2,(uici)4/vi,,,,,,,,,,,,,,,,,,,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,,,,
,,Hydrometer Indication,g/ml [=$F$21],Rectangular,1.0095508616156517e-05 [=PERHITUNGAN!I110],1.7320508075688772 [=SQRT(3)],2 [=3-1],5.828644617144151e-06 [=F131/G131],1,5.828644617144151e-06 [=I131*J131],3.3973098072963493e-11 [=K131^2],5.770856963375979e-22 [=(L131^2)/H131],,,,,,,,,,,,,,,,,,,,,,,
,,Resolution of Hydrometer,g/ml [=$F$21],Rectangular,0.0005 [=$E$22],3.4641016151377544 [=SQRT(12)],50,0.00014433756729740645 [=F132/G132],1,0.00014433756729740645 [=I132*J132],2.0833333333333335e-08 [=K132^2],8.680555555555556e-18 [=(L132^2)/H132],,,,,,,,,,,,,,,,,,,,,,,
,,Liquid Temperature,oC,Normal,6.213333333333324e-11 [=(PERHITUNGAN!$J$83^2*$H$49^2)+((PERHITUNGAN!I52-20)^2*PERHITUNGAN!$J$83^2)],2,60,3.106666666666662e-11 [=F133/G133],0.8456587625985604 [=I124],2.6271798891395236e-11 [=I133*J133],6.902074169899159e-22 [=K133^2],7.939771307798194e-45 [=(L133^2)/H133],,,,,,,,,,,,,,,,,,,,,,,
,,Air Temperature,oC,Normal,1.6524999999999997e-10 [=(PERHITUNGAN!$J$83^2*$H$50^2)+((PERHITUNGAN!$G$15-20)^2*PERHITUNGAN!$J$83^2)],2,60,8.262499999999999e-11 [=F134/G134],0.00016823460573922393 [=I126],1.3900384299203375e-14 [=I134*J134],1.932206836655397e-28 [=K134^2],6.222372099363094e-58 [=(L134^2)/H134],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Liquid Reference,g/ml [=$F$21],Normal,5e-05,2,60,2.5e-05 [=F135/G135],1,2.5e-05 [=I135*J135],6.25e-10 [=K135^2],6.5104166666666674e-21 [=(L135^2)/H135],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Air,g/ml [=$F$21],Rectangular,0.00011016523357163884 [=10%*PERHITUNGAN!$J$78],3.4641016151377544 [=SQRT(12)],50,3.180196362896184e-05 [=F136/G136],1,3.180196362896184e-05 [=I136*J136],1.0113648906578116e-09 [=K136^2],2.0457178841105744e-20 [=(L136^2)/H136],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in the air,g,Normal,0.0003713488925525428 [=$E$39],2,60,0.0001856744462762714 [=F137/G137],0.0034611113941297755 [=C124],6.426399416055398e-07 [=I137*J137],4.1298609454677153e-13 [=K137^2],2.8426252381499154e-27 [=(L137^2)/H137],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in Liquid Ref,g,Normal,0.0003713488925525428 [=F137],2,60,0.0001856744462762714 [=F138/G138],0.019203318642506156 [=C127],3.5655655556141305e-06 [=I138*J138],1.2713257731381903e-11 [=K138^2],2.6937820357423624e-24 [=(L138^2)/H138],,,,,,,,,,,,,,,,,,,,,,,
,,Stem Diameter,cm,Rectangular,0.0020000000000000018 [=PERHITUNGAN!$N$27-PERHITUNGAN!$P$27],3.4641016151377544 [=SQRT(12)],50,0.0005773502691896263 [=F139/G139],0.2996837039708289 [=C57],0.00017302246715930234 [=I139*J139],2.9936774141891855e-08 [=K139^2],1.79242089204529e-17 [=(L139^2)/H139],,,,,,,,,,,,,,,,,,,,,,,
,,Local Gravity,m/s2,Rectangular,0.0005,3.4641016151377544 [=SQRT(12)],50,0.00014433756729740645 [=F140/G140],-0.31998799584968884 [=F124],-4.618628888531668e-05 [=I140*J140],2.133173280997927e-09 [=K140^2],9.100856493526921e-20 [=(L140^2)/H140],,,,,,,,,,,,,,,,,,,,,,,
,,Surface Tension of liquid reference,N/m,Rectangular,0.015200000000007208 [=PERHITUNGAN!$L$53-PERHITUNGAN!$M$53],3.4641016151377544 [=SQRT(12)],50,0.0043878620458432365 [=F141/G141],0.01358887753332108 [=F126],5.962611997407142e-05 [=I141*J141],3.5552741831623593e-09 [=K141^2],2.527994903492156e-19 [=(L141^2)/H141],,,,,,,,,,,,,,,,,,,,,,,
,,Sum,,,,,,,,0.0003976387055744885 [=SUM(K131:K141)],5.814201917194288e-08 [=SUM(L131:L141)],2.6976119909121713e-17 [=SUM(M131:M141)],,,,,,,,,,,,,,,,,,,,,,,
,,"Uncertainty Combination, uc",,,,,,,,0.00024112656255987825 [=SQRT(L142)],,,,,,,,,,,,,,,,,,,,,,,,,
,,Veff,,,,,,,,125.3143300363034 [=(K143^4)/M142],,,,,,,,,,,,,,,,,,,,,,,,,
,,K Factor & Confident Level 95%,,,,,,,,"1.9791241094237992 [=TINV(0.05,K144)]",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Expanded Uncertainty, U = k.Uc",,,,,,,,0.00047721939338474104 [=K143*K145],,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CMC :,0.0007,g/ml,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,U95% sert,0.0007 [=MAX(K146:L147)],g/ml,,,,,,,,,,,,,,,,,,,,,,,
,SKALA 4,,,[=PERHITUNGAN!J33],g/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ut,: ,Ketidakpastian Temperatur meter,,,0.36239941133138354 [=$N$43],oC,,,fta,:,Temperature Correction factor udara,,,1.4500000009011242 [=$Q$49],,,,,,,,,,,,,,,,,,,
,,Uth,: ,Ketidakpastian Thermohygro,,,1.2041594578792296 [=PERHITUNGAN!$P$15],oC,,,ftl,:,Temperature Correction factor liquid,,,#VALUE! [=1+(PERHITUNGAN!$J$85*(PERHITUNGAN!J52-20))],,,,,,,,,,,,,,,,,,,
,,,,,,,3.1622776601683795 [=PERHITUNGAN!$P$16],%RH,,,,:,#VALUE! [=PERHITUNGAN!J59*Q153],,,,,,,,,,,,,,,,,,,,,,
,,Uv,:,Ketidakpastian Vernier ,,,0.0015 [=$H$52],cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.9),,,Koefisien Sensitivitas (7.11),,,Koefisien Sensitivitas suhu air,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!J37+'NILAI U95%'!$E$44)*(N154-'NILAI U95%'!$H$45))-((N154-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*O158],Mass Hydrometer,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!J37+'NILAI U95%'!$E$44)*(N154-'NILAI U95%'!$H$45)*(-'NILAI U95%'!$J$45)-((N154-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)*(-'NILAI U95%'!$L$45)))*(PERHITUNGAN!$R$78-PERHITUNGAN!J37+'NILAI U95%'!$E$44)^-2)],Lokal Gravity,,1.3076340993192672 [=PERHITUNGAN!$L$59*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!J37+'NILAI U95%'!$E$44)],,,,,,0.0006272797279498706 [=((PERHITUNGAN!$R$78*PERHITUNGAN!$J$84)-(PERHITUNGAN!J37*PERHITUNGAN!$J$84)+$E$44)^-2],,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.10),,,Koefisien Sensitivitas (7.12),,,Koefisien Sensitivitas suhu udara,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!J37+$E$44)*((N154-$H$45)*$E$45))-((N154-$H$45)*(PERHITUNGAN!$R$78+$E$45)*$E$44))*(PERHITUNGAN!$R$78-PERHITUNGAN!J37+$E$44)^-2],Stem Diameter,,#VALUE! [=((N154-$H$45)*(PERHITUNGAN!$R$78+$E$45)*(PERHITUNGAN!$J$82*PERHITUNGAN!$R$79/PERHITUNGAN!$J$84))/(PERHITUNGAN!$R$78-PERHITUNGAN!J37+$E$44)^2],Surface Tension,,-0.0003416826199538292 [=PERHITUNGAN!$J$78-(PERHITUNGAN!$J$78*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!J37+'NILAI U95%'!$E$44))],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((N154-$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*O158],Mass Hydrometer diCairan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Component,Unit,Distribution,U,Divisor,vi,ui,ci,uici,(uici)2,(uici)4/vi,,,,,,,,,,,,,,,,,,,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,,,,
,,Hydrometer Indication,g/ml [=$F$21],Rectangular,#VALUE! [=PERHITUNGAN!J110],1.7320508075688772 [=SQRT(3)],2 [=3-1],#VALUE! [=F165/G165],1,#VALUE! [=I165*J165],#VALUE! [=K165^2],#VALUE! [=(L165^2)/H165],,,,,,,,,,,,,,,,,,,,,,,
,,Resolution of Hydrometer,g/ml [=$F$21],Rectangular,0.0005 [=$E$22],3.4641016151377544 [=SQRT(12)],50,0.00014433756729740645 [=F166/G166],1,0.00014433756729740645 [=I166*J166],2.0833333333333335e-08 [=K166^2],8.680555555555556e-18 [=(L166^2)/H166],,,,,,,,,,,,,,,,,,,,,,,
,,Liquid Temperature,oC,Normal,#VALUE! [=(PERHITUNGAN!$J$83^2*$H$49^2)+((PERHITUNGAN!J52-20)^2*PERHITUNGAN!$J$83^2)],2,60,#VALUE! [=F167/G167],1.3076340993192672 [=I158],#VALUE! [=I167*J167],#VALUE! [=K167^2],#VALUE! [=(L167^2)/H167],,,,,,,,,,,,,,,,,,,,,,,
,,Air Temperature,oC,Normal,1.6524999999999997e-10 [=(PERHITUNGAN!$J$83^2*$H$50^2)+((PERHITUNGAN!$G$15-20)^2*PERHITUNGAN!$J$83^2)],2,60,8.262499999999999e-11 [=F168/G168],-0.0003416826199538292 [=I160],-2.8231526473685133e-14 [=I168*J168],7.9701908703438455e-28 [=K168^2],1.0587323751618732e-56 [=(L168^2)/H168],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Liquid Reference,g/ml [=$F$21],Normal,5e-05,2,60,2.5e-05 [=F169/G169],1,2.5e-05 [=I169*J169],6.25e-10 [=K169^2],6.5104166666666674e-21 [=(L169^2)/H169],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Air,g/ml [=$F$21],Rectangular,0.00011016523357163884 [=10%*PERHITUNGAN!$J$78],3.4641016151377544 [=SQRT(12)],50,3.180196362896184e-05 [=F170/G170],1,3.180196362896184e-05 [=I170*J170],1.0113648906578116e-09 [=K170^2],2.0457178841105744e-20 [=(L170^2)/H170],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in the air,g,Normal,0.0003713488925525428 [=$E$39],2,60,0.0001856744462762714 [=F171/G171],#VALUE! [=C158],#VALUE! [=I171*J171],#VALUE! [=K171^2],#VALUE! [=(L171^2)/H171],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in Liquid Ref,g,Normal,0.0003713488925525428 [=F171],2,60,0.0001856744462762714 [=F172/G172],#VALUE! [=C161],#VALUE! [=I172*J172],#VALUE! [=K172^2],#VALUE! [=(L172^2)/H172],,,,,,,,,,,,,,,,,,,,,,,
,,Stem Diameter,cm,Rectangular,0.0020000000000000018 [=PERHITUNGAN!$N$27-PERHITUNGAN!$P$27],3.4641016151377544 [=SQRT(12)],52,0.0005773502691896263 [=F173/G173],0 [=H30],0 [=I173*J173],0 [=K173^2],0 [=(L173^2)/H173],,,,,,,,,,,,,,,,,,,,,,,
,,Local Gravity,m/s2,Rectangular,0.0005,3.4641016151377544 [=SQRT(12)],53,0.00014433756729740645 [=F174/G174],#VALUE! [=F158],#VALUE! [=I174*J174],#VALUE! [=K174^2],#VALUE! [=(L174^2)/H174],,,,,,,,,,,,,,,,,,,,,,,
,,Surface Tension of liquid reference,N/m,Rectangular,1.0000000000000002e-06 [=10%*PERHITUNGAN!$J$83],3.4641016151377544 [=SQRT(12)],54,2.8867513459481294e-07 [=F175/G175],#VALUE! [=F160],#VALUE! [=I175*J175],#VALUE! [=K175^2],#VALUE! [=(L175^2)/H175],,,,,,,,,,,,,,,,,,,,,,,
,,Sum,,,,,,,,#VALUE! [=SUM(K165:K175)],#VALUE! [=SUM(L165:L175)],#VALUE! [=SUM(M165:M175)],,,,,,,,,,,,,,,,,,,,,,,
,,"Uncertainty Combination, uc",,,,,,,,#VALUE! [=SQRT(L176)],,,,,,,,,,,,,,,,,,,,,,,,,
,,Veff,,,,,,,,#VALUE! [=(K177^4)/M176],,,,,,,,,,,,,,,,,,,,,,,,,
,,K Factor & Confident Level 95%,,,,,,,,"#VALUE! [=TINV(0.05,K178)]",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Expanded Uncertainty, U = k.Uc",,,,,,,,#VALUE! [=K177*K179],,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CMC :,0.0007,g/ml,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,U95% sert,#VALUE! [=MAX(K180:L181)],g/ml,,,,,,,,,,,,,,,,,,,,,,,
,SKALA 5,,,[=PERHITUNGAN!K33],g/ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ut,: ,Ketidakpastian Temperatur meter,,,0.36239941133138354 [=$N$43],oC,,,fta,:,Temperature Correction factor udara,,,1.4500000009011242 [=$Q$49],,,,,,,,,,,,,,,,,,,
,,Uth,: ,Ketidakpastian Thermohygro,,,1.2041594578792296 [=PERHITUNGAN!$P$15],oC,,,ftl,:,Temperature Correction factor liquid,,,#VALUE! [=1+(PERHITUNGAN!$J$85*(PERHITUNGAN!K52-20))],,,,,,,,,,,,,,,,,,,
,,,,,,,3.1622776601683795 [=PERHITUNGAN!$P$16],%RH,,,,:,#VALUE! [=PERHITUNGAN!K59*Q187],,,,,,,,,,,,,,,,,,,,,,
,,Uv,:,Ketidakpastian Vernier ,,,0.0015 [=$H$52],cm,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.9),,,Koefisien Sensitivitas (7.11),,,Koefisien Sensitivitas suhu air,,,,,,0.0006272797279498706 [=((PERHITUNGAN!$R$78*PERHITUNGAN!$J$84)-(PERHITUNGAN!K37*PERHITUNGAN!$J$84)+$E$44)^-2],,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!K37+'NILAI U95%'!$E$44)*(N188-'NILAI U95%'!$H$45))-((N188-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*O191],Mass Hydrometer,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!K37+'NILAI U95%'!$E$44)*(N188-'NILAI U95%'!$H$45)*(-'NILAI U95%'!$J$45)-((N188-'NILAI U95%'!$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)*(-'NILAI U95%'!$L$45)))*(PERHITUNGAN!$R$78-PERHITUNGAN!K37+'NILAI U95%'!$E$44)^-2)],Lokal Gravity,,1.3076340993192672 [=PERHITUNGAN!$L$59*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!K37+'NILAI U95%'!$E$44)],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Koefisien Sensitivitas (7.10),,,Koefisien Sensitivitas (7.12),,,Koefisien Sensitivitas suhu udara,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((PERHITUNGAN!$R$78-PERHITUNGAN!K37+$E$44)*((N188-$H$45)*$E$45))-((N188-$H$45)*(PERHITUNGAN!$R$78+$E$45)*$E$44))*(PERHITUNGAN!$R$78-PERHITUNGAN!K37+$E$44)^-2],Stem Diameter,,#VALUE! [=((N188-$H$45)*(PERHITUNGAN!$R$78+$E$45)*(PERHITUNGAN!$J$82*PERHITUNGAN!$R$79/PERHITUNGAN!$J$84))/(PERHITUNGAN!$R$78-PERHITUNGAN!K37+$E$44)^2],Surface Tension,,-0.0003416826199538292 [=PERHITUNGAN!$J$78-(PERHITUNGAN!$J$78*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)/(PERHITUNGAN!$R$78-PERHITUNGAN!K37+'NILAI U95%'!$E$44))],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE! [=(((N188-$H$45)*(PERHITUNGAN!$R$78+'NILAI U95%'!$E$45)))*O191],Mass Hydrometer diCairan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,Component,Unit,Distribution,U,Divisor,vi,ui,ci,uici,(uici)2,(uici)4/vi,,,,,,,,,,,,,,,,,,,,,,,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),,,,,,,,,,,,,,,,,,,,,,,
,,Hydrometer Indication,g/ml [=$F$21],Rectangular,#VALUE! [=PERHITUNGAN!K110],1.7320508075688772 [=SQRT(3)],2 [=3-1],#VALUE! [=F199/G199],1,#VALUE! [=I199*J199],#VALUE! [=K199^2],#VALUE! [=(L199^2)/H199],,,,,,,,,,,,,,,,,,,,,,,
,,Resolution of Hydrometer,g/ml [=$F$21],Rectangular,0.0005 [=$E$22],3.4641016151377544 [=SQRT(12)],50,0.00014433756729740645 [=F200/G200],1,0.00014433756729740645 [=I200*J200],2.0833333333333335e-08 [=K200^2],8.680555555555556e-18 [=(L200^2)/H200],,,,,,,,,,,,,,,,,,,,,,,
,,Liquid Temperature,oC,Normal,#VALUE! [=(PERHITUNGAN!$J$83^2*$H$49^2)+((PERHITUNGAN!K52-20)^2*PERHITUNGAN!$J$83^2)],2,60,#VALUE! [=F201/G201],1.3076340993192672 [=I192],#VALUE! [=I201*J201],#VALUE! [=K201^2],#VALUE! [=(L201^2)/H201],,,,,,,,,,,,,,,,,,,,,,,
,,Air Temperature,oC,Normal,1.6524999999999997e-10 [=(PERHITUNGAN!$J$83^2*$H$50^2)+((PERHITUNGAN!$G$15-20)^2*PERHITUNGAN!$J$83^2)],2,60,8.262499999999999e-11 [=F202/G202],-0.0003416826199538292 [=I194],-2.8231526473685133e-14 [=I202*J202],7.9701908703438455e-28 [=K202^2],1.0587323751618732e-56 [=(L202^2)/H202],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Liquid Reference,g/ml [=$F$21],Normal,5e-05,2,60,2.5e-05 [=F203/G203],1,2.5e-05 [=I203*J203],6.25e-10 [=K203^2],6.5104166666666674e-21 [=(L203^2)/H203],,,,,,,,,,,,,,,,,,,,,,,
,,Density of Air,g/ml [=$F$21],Rectangular,0.00011016523357163884 [=10%*PERHITUNGAN!$J$78],3.4641016151377544 [=SQRT(12)],50,3.180196362896184e-05 [=F204/G204],1,3.180196362896184e-05 [=I204*J204],1.0113648906578116e-09 [=K204^2],2.0457178841105744e-20 [=(L204^2)/H204],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in the air,g,Normal,0.0003713488925525428 [=$E$39],2,60,0.0001856744462762714 [=F205/G205],#VALUE! [=C192],#VALUE! [=I205*J205],#VALUE! [=K205^2],#VALUE! [=(L205^2)/H205],,,,,,,,,,,,,,,,,,,,,,,
,,Mass of Hydrometer in Liquid Ref,g,Normal,0.0003713488925525428 [=F205],2,60,0.0001856744462762714 [=F206/G206],#VALUE! [=C195],#VALUE! [=I206*J206],#VALUE! [=K206^2],#VALUE! [=(L206^2)/H206],,,,,,,,,,,,,,,,,,,,,,,
,,Stem Diameter,cm,Rectangular,0.0020000000000000018 [=PERHITUNGAN!$N$27-PERHITUNGAN!$P$27],3.4641016151377544 [=SQRT(12)],52,0.0005773502691896263 [=F207/G207],0.0004333333333333333 [=(0.01/15)*'INPUT DATA'!$E$15],2.5018511664883805e-07 [=I207*J207],6.25925925925927e-14 [=K207^2],7.534293552812099e-29 [=(L207^2)/H207],,,,,,,,,,,,,,,,,,,,,,,
