,,,CTE,2e-05,,L20,9.99997,mm
,,,,,,,,
Spesimen,Balok Ukur 10mm,,t (oC),L (mm),,,,
,,,20,9.99997,,,,
,,,25,10.000969996999999,,,,
,,,,,,,,
,,,Koefisien sensitivitas ,,0.0001999993999998395,,,
