STANDAR GAUGE BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,
Name :,Gauge block standard,,,,,,,,,,,,Tanggal Kalibrasi,2024-01-24T00:00:00,,,,,,,,,,,
No Seri,160006,,,,,,,,,,,,LK-410-IDN,,,,,,,,,,,,
Merk,Metrology,,,,,,,,,,,,,,,,,,,,,,,,
Tipe,GB-9122-0,,,,,,,,,,,,,,,,,,,,,,,,
Rentang Ukur,0.5-100 mm,,,,,,,,,,,,,,,,,,,,,,,,
Grade,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Lookup Table Nominal Standar,,,,,,,,,
Nomor Seri,"Nominal Gauge Block
(mm)",Koreksi (mm),Koreksi (µm),Nilai UUT(mm),Kerataan Permukaan (µm),U 95% (k=2) (µm),,Nomor Seri,"Nominal Gauge Block
(mm)",koreksi (mm),Koreksi (µm),nilai UUT(mm),Kerataan Permukaan (µm),U 95% (k=2) (µm),,Nominal GB (mm),Nilai UUT (mm),,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,16,16.0001,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,17,16.99988,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,19,19.00011,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,21,20.99987,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,76.2,76.20020000000001,,,,,,,,
,,,,,,,,,,,,,,,,101.6,101.60025999999999,,,,,,,,
,,,,,,,,,,,,,,,,40,40.00014,,,,,,,,
,,,,,,,,,,,,,,,,50,49.9999,,,,,,,,
,,,,,,,,,,,,,,,,60,60.00012,,,,,,,,
,,,,,,,,,,,,,,,,70,69.99991,,,,,,,,
,,,,,,,,,,,,,,,,75,74.9999,,,,,,,,
,,,,,,,,,,,,,,,,80,80.00013,,,,,,,,
,,,,,,,,,,,,,,,,90,90.00015,,,,,,,,
,,,,,,,,,,,,,,,,100,100.00012,,,,,,,,
,,,,,,,,,,,,,,,,200,200.00017,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
