,"Set Point
(oC)",15,Data Hasil Pengukuran/Pengulangan (oC),,,,,,AVERAGE,,U95% Sensor,Index,Faktor Koreksi (FC),,,No. Thermocouple,Standar Terkoreksi (oC),,,,,T Max,T Min,ΔT,"AVG
Terkoreksi",,No. Thermocouple,Deviasi Pengulangan Pengukuran (oC),,,,,,,,,,,,,,,,
,No. Termocouple,,1,,2,3,4,5,,,,,Koreksi STD Meter,Koreksi STD Sensor,,,1,2,3,4,5,,,,,,,1,2,3,4,5,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,Sensor Acuan,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,9,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indikator (oC),,,,,,,,,MAX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suhu Ruang (oC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MAX,,MIN,Δt,Nilai Tengah,,,,,,,,,,,,,,,,,,,,Minimum,0,the absolut value,0,,,,,,,,,,,,,,
,Suhu Ruang (oC),,0,,0,0,0,,,,,,,,Suhu Indikator Enclosure (IE)   :,,#DIV/0!,Rata-rata pembacaan Indikator ,,,,,,,,,Maximum,0,,,,,,,,,,,,,,,,
,STDEV Indikator (oC),,#DIV/0!,,,,,,,,,,,,Stabilitas Suhu (SS) :,,0,1/2*Max(ΔT),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Keseragaman Suhu (KS) :,,0,Abs (Max Deviasi),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Variasi Keseluruhan (VK) :,,0,(Tmax)Max-(Tmin)Min,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Suhu Ruang  :,,0,Nilai Tengah Suhu Ruang,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PERHITUNGAN FAKTOR KOREKSI (FC) SP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,STD Meter :,Yokogawa,STD Sensor :,Thermocouple Type N,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Set Point
(oC)",0,Data Hasil Pengukuran/Pengulangan (oC),,,,,,AVERAGE,,U95% Sensor,Index,Faktor Koreksi (FC),,,No. Thermocouple,Standar Terkoreksi (oC),,,,,T Max,T Min,ΔT,"AVG
Terkoreksi",,No. Thermocouple,Deviasi Pengulangan Pengukuran (oC),,,,,,,,,,,,,,,,
,No. Termocouple,,1,,2,3,4,5,,,,,Koreksi STD Meter,Koreksi STD Sensor,,,1,2,3,4,5,,,,,,,1,2,3,4,5,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,Sensor Acuan,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,9,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indikator (oC),,,,,,,,,MAX,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suhu Ruang (oC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MAX,,MIN,Δt,Nilai Tengah,,,,,,,,,,,,,,,,,,,,Minimum,0,the absolut value,0,,,,,,,,,,,,,,
,Suhu Ruang (oC),,0,,0,0,0,,,,,,,,Suhu Indikator Enclosure (IE)   :,,#DIV/0!,Rata-rata pembacaan Indikator ,,,,,,,,,Maximum,0,,,,,,,,,,,,,,,,
,STDEV Indikator (oC),,#DIV/0!,,,,,,,,,,,,Stabilitas Suhu (SS) :,,0,1/2*Max(ΔT),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Keseragaman Suhu (KS) :,,0,Abs (Max Deviasi),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Variasi Keseluruhan (VK) :,,0,(Tmax)Max-(Tmin)Min,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Suhu Ruang  :,,0,Nilai Tengah Suhu Ruang,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
