STANDAR METER/INDIKATOR,,,,,,,,,,,,,,,,,,,,,,,TABEL RECORD DRIFT,,,,,,,,,
,300,#REF!,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,-0.05500000000000001,0,0,0,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,0.6950000000000001,,10,,
,400,#REF!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,,11,,
,500,,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,0.6081118318204308,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,1.225,,12,,
,600,,,,,,,,,,,,,,,,,,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,1.4900000000000002,,13,,
,700,,,,,,,,,,,,,,,,,,1.755,1.755,1.755,1.755,1.755,1.755,1.755,1.755,1.755,1.755,,14,,
,800,,,,,,,,,,,,,,,,,,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,,15,,
,900,,,,,,,,,,,,,,,,,,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,,16,,
,1000,,,,,,,,,,,,,,,,,,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,,17,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABEL U95% SENSOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Titik Kalibrasi (oC),Correction oC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRT PT100,Type K,,,,,,,,,,,,,,,,Type N,,,,,,,,,,,,,
,,,TCK-01,TCK-02,TCK-03,TCK-04,TCK-05,TCK-06,TCK-07,TCK-08,TCK-09,TCK-10,TCK-11,TCK-12,TCK-13,TCK-14,TCK-15,TCK-16,TCN3,TCN4,TCN5,TCN6,TCN7,TCN8,TCN9,TCN10,TCN11,TCN12,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,,,,
,-20,0.08,,,,,,,,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,0,0.08,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,25,0.06,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,50,0.06,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,100,0.06,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,150,0.06,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,200,0.06,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,300,#REF!,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,400,#REF!,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,
,500,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,600,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,700,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,800,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,900,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,1000,,,,,,,,,,,,,,,,,,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
