,,,,,,,,,,,,,
,Nama Alat,:,Temperature Calibrator,,,Tanggal Kalibrasi ,,:,2024-08-28T00:00:00,,,,
,Merek,:,Constant,,,Due Date Kalibrasi,,:,2025-08-29T00:00:00,,,,
,Type,:,40T,,,Tertelusur,,:,LK-202-IDN,,,,
,S/N,:,99875850,,,,,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,PRT PT100,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,,,,,,,,,,
,,,,-20,-20,0,0.66,,,,,,
,,,,0.2,0,0.2,0.66,,,,,,
,,,,25,,0.2249999999999993,0.66,,,,,,
,,,,50,,0.24999999999999858,0.66,,,,,,
,,,,100.3,100,0.29999999999999716,0.66,,,,,,
,,,,200.3,200,0.30000000000001137,0.66,,,,,,
,,,,300,,0.3499999999999943,0.66,,,,,,
,,,,400.4,400,0.39999999999997726,0.66,,,,,,
,,,,500,,0.39999999999997726,0.66,,,,,,
,,,,600.4,600,0.39999999999997726,0.66,,,,,,
,,,,700,,0.34999999999996595,0.66,,,,,,
,,,,800.3,800,0.2999999999999545,0.66,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type K,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,-20.1,-20,-0.10000000000000142,0.54,,,,,,
,,,,-1,0,-1,0.54,,,,,,
,,,,25,,-0.8000000000000007,0.54,,,,,,
,,,,50,,-0.6000000000000014,0.54,,,,,,
,,,,99.8,100,-0.20000000000000284,0.54,,,,,,
,,,,199.9,200,-0.09999999999999432,0.54,,,,,,
,,,,300,,-0.14999999999999147,0.54,,,,,,
,,,,399.8,400,-0.19999999999998863,0.54,,,,,,
,,,,500,,-0.15000000000000568,0.54,,,,,,
,,,,599.9,600,-0.10000000000002274,0.54,,,,,,
,,,,700,,-0.1500000000000341,0.54,,,,,,
,,,,799.8,800,-0.20000000000004547,0.54,,,,,,
,,,,900,,-0.20000000000004547,0.54,,,,,,
,,,,999.8,1000,-0.20000000000004547,0.54,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type N,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,-20.1,-20,-0.10000000000000142,0.7,,,,,,
,,,,-0.2,0,-0.2,0.7,,,,,,
,,,,25,,-0.20000000000000073,0.7,,,,,,
,,,,50,,-0.20000000000000143,0.7,,,,,,
,,,,99.8,100,-0.20000000000000284,0.7,,,,,,
,,,,199.7,200,-0.30000000000001137,0.7,,,,,,
,,,,300,,-0.3499999999999943,0.7,,,,,,
,,,,399.6,400,-0.39999999999997726,0.7,,,,,,
,,,,500,,-0.3499999999999659,0.7,,,,,,
,,,,599.7,600,-0.2999999999999545,0.7,,,,,,
,,,,700,,-0.3499999999999659,0.7,,,,,,
,,,,799.6,800,-0.39999999999997726,0.7,,,,,,
,,,,900,,-0.44999999999998863,0.7,,,,,,
,,,,999.5,1000,-0.5,0.7,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type B,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,599.6,600,-0.39999999999997726,1,,,,,,
,,,,,700,-0.40999999999996817,1,,,,,,
,,,,799.58,800,-0.4199999999999591,1,,,,,,
,,,,,900,-0.47999999999996135,1,,,,,,
,,,,999.46,1000,-0.5399999999999636,1,,,,,,
,,,,1199.34,1200,-0.6600000000000819,1,,,,,,
,,,,1399.27,1400,-0.7300000000000182,1,,,,,,
,,,,1699.22,1700,-0.7799999999999727,1,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type T,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,-100.15,-100,-0.15000000000000568,0.47,,,,,,
,,,,,-20,-0.07000000000000113,0.47,,,,,,
,,,,-0.05,0,-0.05,0.47,,,,,,
,,,,,25,-0.044999999999999575,0.47,,,,,,
,,,,49.96,50,-0.03999999999999915,0.35,,,,,,
,,,,99.98,100,-0.01999999999999602,0.35,,,,,,
,,,,199.91,200,-0.09000000000000341,0.35,,,,,,
,,,,299.9,300,-0.10000000000002274,0.35,,,,,,
,,,,399.84,400,-0.160000000000025,0.35,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type R,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,-0.1,0,-0.1,0.74,,,,,,
,,,,,25,-0.12499999999999929,0.74,,,,,,
,,,,49.85,50,-0.14999999999999858,0.74,,,,,,
,,,,99.87,100,-0.12999999999999545,0.74,,,,,,
,,,,199.87,200,-0.12999999999999545,0.74,,,,,,
,,,,,300,-0.17500000000001137,0.74,,,,,,
,,,,399.78,400,-0.22000000000002728,0.74,,,,,,
,,,,,500,-0.19499999999999318,0.74,,,,,,
,,,,599.83,600,-0.16999999999995907,0.74,,,,,,
,,,,,700,-0.17499999999995453,0.74,,,,,,
,,,,799.82,800,-0.17999999999994998,0.74,,,,,,
,,,,,900,-0.17499999999995453,0.74,,,,,,
,,,,999.83,1000,-0.16999999999995907,0.74,,,,,,
,,,,1200.37,1200,0.36999999999989086,0.74,,,,,,
,,,,,,,,,,,,,
,Mode,:,Source (Simulator),,,,,,,,,,
,Sensor,:,Thermocouple Type S,,,,,,,,,,
,,,,"Konversi Satuan Standart
(Standart Indication)","Pembacaan Alat
(UUT)",Correction,"Uncertainty
U95%",,,,,,
,,,,oC,oC,oC,oC,,,,,,
,,,,0.09,0,0.09,0.81,,,,,,
,,,,,25,0.16500000000000098,0.81,,,,,,
,,,,50.24,50,0.240000000000002,0.81,,,,,,
