STANDAR METER/INDIKATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,TABEL RECORD DRIFT,,,,,,,,,
,1400,,,0,-0.7300000000000182,,,0,,,,1400,,,,#REF!,,,#REF!,,,,,,,,,,,,,
,1700,,,0,-0.7799999999999727,,,0,,,,1700,,,,#REF!,,,#REF!,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TABEL U95% TEMPERATURE KALIBRATOR,,,,,,,,,,,TABEL U95% TEMPERATURE KALIBRATOR,,,,,,,,,,,,,,,,,,,,
,Titik Kalibrasi (oC),U95% ± oC,,,,,,,,,,Titik Kalibrasi (oC),U95% ± oC,,,,,,,,,,,,,,,,,,,
,,PT100,Type K,Type N,Type B,Type T,Type R,Type S,Type J,,,,PT100,Type K,Type N,Type B,Type T,Type R,Type S,Type J,,,,,,,,,,,,
,-100,0,,,,0.47,,,,,,-100,0.72,0.060000000000002274,0.24,,0.46,,,0.27,,,,,,,,,,,,
,-20,0.66,0.54,0.7,,0.47,,,,,,-20,0.72,0.010000000000001563,0.23,,0.46,,,0.27,,,,,,,,,,,,
,0,0.66,0.54,0.7,,0.47,0.74,0.81,,,,0,0.72,0.01,0.23,,0.46,0.72,0.72,0.27,,,,,,,,,,,,
,25,0.66,0.54,0.7,,0.47,0.74,0.81,,,,25,0.72,-0.0025000000000015617,0.23,,0.25,0.72,0.72,0.25,,,,,,,,,,,,
,50,0.66,0.54,0.7,,0.35,0.74,0.81,,,,50,0.72,-0.015000000000003125,0.23,,0.25,0.72,0.72,0.25,,,,,,,,,,,,
,100,0.66,0.54,0.7,,0.35,0.74,0.81,,,,100,0.72,-0.04000000000000625,0.24,,0.25,0.72,0.72,0.25,,,,,,,,,,,,
,200,0.66,0.54,0.7,,0.35,0.74,0.81,,,,200,0.72,-0.060000000000002274,0.31,,0.25,0.72,0.73,0.25,,,,,,,,,,,,
,300,0.66,0.54,0.7,,0.35,0.74,0.81,,,,300,0.72,-0.06499999999999773,0.31,,0.25,0.72,0.73,0.25,,,,,,,,,,,,
